Group,Metric Name,Time,Value
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.6672339561433177,103765990781058
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.6729682598195843,103765990974328
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.6749739235065211,103765991167613
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.6769513324821652,103765991360913
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.678937989365087,103765991558237
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.6809714568902641,103765991755301
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.6829363315950474,103765991948785
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.6849397509361227,103765992140754
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.686963669971987,103765992334559
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.6889621096706819,103765992528624
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.6931260826213447,103765993106735
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.6969576919964743,103765993300264
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.7019177664863134,103765993785672
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.7039194224127833,103765993980946
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.7059184131785424,103765994171248
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.7079179850695693,103765994363798
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.7099242899981809,103765994558093
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.7119211566508925,103765994750857
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.7149762724549308,103765995523125
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.7219615484639837,103765995718934
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.7239422137450073,103765995914713
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.7259370865368866,103765996108105
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.7279159182674965,103765996303150
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.7299172435537277,103765996497964
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.7319198212651049,103765996692014
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.7339904206910093,103765996886967
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.7360590863724882,103765997078997
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.7379558992851398,103765997274577
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.7399167461906537,103765997468367
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.7419240630787832,103765997663182
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.7439151785952246,103765997857247
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.7459424841886836,103765998051037
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.7479421061767163,103765998244322
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.7499315384337616,103765998437928
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.7519131956355007,103765998632238
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.7539147714067612,103765998921056
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.7569478244894283,103765999114096
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.758944811374954,103765999307901
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.7612831492388602,103765999501431
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.7649613615821131,103765999887526
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.7669490103857506,103766000078669
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.7689425205390711,103766000271970
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.7709463707143965,103766000467810
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.7733968857937756,103766000662395
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.7764516509187731,103766001046486
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.7789352200026043,103766001242051
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.7809445708291708,103766001436835
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.7829455454363612,103766001628207
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.7849656070027758,103766001825241
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.7869629545867436,103766002020025
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.7889468060373385,103766002212805
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.7909964649148025,103766002406855
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.7929389161997726,103766002600905
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.7949428064527028,103766002795490
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.7969141035936346,103766002989525
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.7989686118612637,103766003184248
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.8009310819097668,103766003376982
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.8058750151443249,103766003865251
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.8080804055741375,103766004060556
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.8099921073169242,103766004253060
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.811923717609831,103766004448120
MPI Rank 0,A2rocm_smi:::energy_count:device=0,0.8139296718594017,103766004739187
