Thread,Group,Depth,Name,Start Time,End Time,Duration
Master thread,MPI Rank 4,1,"main",5.312386693097045e-05,24.9992488414867,24.99919571761977
Master thread,MPI Rank 4,2,"MPI_Init",6.75217464088763e-05,0.19468528680195182,0.19461776505554296
Master thread,MPI Rank 4,2,"MPI_Comm_rank",0.19469933400238887,0.1947003760201103,1.042017721442079e-06
Master thread,MPI Rank 4,2,"MPI_Comm_size",0.1947012076304072,0.1947021093765123,9.017461050919717e-07
Master thread,MPI Rank 4,2,"HPLMXP_pinfo(int, char**, HPLMXP_S_test*, int*, int*, int*, int*, HPLMXP_T_ORDER*, int*, int*, int*, int*, int*, HPLMXP_T_TOP*, int*)",0.194702570268966,0.1996442090606567,0.004941638791690683
Master thread,MPI Rank 4,3,"MPI_Comm_rank",0.19470275061818704,0.19470281073459403,6.011640699132847e-08
Master thread,MPI Rank 4,3,"MPI_Comm_size",0.1947028908898034,0.19470296102561155,7.013580816117582e-08
Master thread,MPI Rank 4,3,"MPI_Comm_split_type",0.19470955379157986,0.1963739666941479,0.0016644129025680243
Master thread,MPI Rank 4,3,"MPI_Comm_rank",0.19637446766420627,0.19637468809103195,2.2042682568113037e-07
Master thread,MPI Rank 4,3,"MPI_Comm_size",0.19637476824624128,0.19637489849845646,1.3025221518025987e-07
Master thread,MPI Rank 4,3,"MPI_Comm_free",0.19637760373677174,0.19639847414940395,2.0870412632212343e-05
Master thread,MPI Rank 4,3,"double HPLMXP_plamch<double>(int, HPLMXP_T_MACH)",0.1963999069237709,0.1966708716089487,0.00027096468517778804
Master thread,MPI Rank 4,4,"double HPLMXP_lamch<double>(HPLMXP_T_MACH)",0.1964010591549052,0.19642900326476176,2.7944109856570254e-05
Master thread,MPI Rank 4,4,"int HPLMXP_all_reduce<double>(double*, int, int, int)",0.19643002524368086,0.19667075137613468,0.00024072613245382235
Master thread,MPI Rank 4,5,"MPI_Allreduce",0.1964359567291721,0.19667038065829148,0.00023442392911937615
Master thread,MPI Rank 4,3,"int HPLMXP_all_reduce<int>(int*, int, int, int)",0.19667103191936738,0.19963413956248321,0.002963107643115831
Master thread,MPI Rank 4,4,"MPI_Allreduce",0.19667149281182109,0.19963405940727386,0.0029625665954527702
Master thread,MPI Rank 4,2,"HPLMXP_grid_init(int, HPLMXP_T_ORDER, int, int, int, int, HPLMXP_S_grid&)",0.19964559173801782,0.20392677164353967,0.004281179905521848
Master thread,MPI Rank 4,3,"MPI_Comm_rank",0.199645721990233,0.1996458823006517,1.603104186898019e-07
Master thread,MPI Rank 4,3,"MPI_Comm_size",0.1996460025334657,0.19964608268867504,8.015520933102316e-08
Master thread,MPI Rank 4,3,"MPI_Comm_split",0.1996472449392105,0.2036924078308273,0.004045162891616799
Master thread,MPI Rank 4,3,"MPI_Comm_split",0.20369281862627517,0.20388887826832366,0.00019605964204849613
Master thread,MPI Rank 4,3,"MPI_Comm_split",0.20388933916077737,0.20392657125551633,3.723209473896483e-05
Master thread,MPI Rank 4,2,"HPLMXP_grid_info(HPLMXP_S_grid const&, int&, int&, int&, int&)",0.20392705218677237,0.20392715238078404,1.0019401167071784e-07
Master thread,MPI Rank 4,2,"HPLMXP_InitGPU(HPLMXP_S_grid const&)",0.20392727261359805,13.876558096034838,13.67263082342124
Master thread,MPI Rank 4,3,"HPLMXP_grid_info(HPLMXP_S_grid const&, int&, int&, int&, int&)",0.20392740286581323,0.20392745296281908,5.009700584923671e-08
Master thread,MPI Rank 4,3,"MPI_Comm_rank",0.2039275130792261,0.20392764333144128,1.3025221518025987e-07
Master thread,MPI Rank 4,3,"MPI_Comm_size",0.20392771346724944,0.20392780364185994,9.01746105008705e-08
Master thread,MPI Rank 4,2,"HPLMXP_ptest(HPLMXP_S_test&, HPLMXP_S_grid&, HPLMXP_S_palg&, int, int)",13.876568045300198,24.994007011416628,11.11743896611643
Master thread,MPI Rank 4,3,"HPLMXP_grid_info(HPLMXP_S_grid const&, int&, int&, int&, int&)",13.876568606386662,13.876569137414926,5.310282631398877e-07
Master thread,MPI Rank 4,3,"void HPLMXP_pmat_init<double>(HPLMXP_S_grid&, int, int, HPLMXP_T_pmat<double>&)",13.876570329723664,13.876570480014681,1.5029101696484304e-07
Master thread,MPI Rank 4,3,"void HPLMXP_pmat_init<float>(HPLMXP_S_grid&, int, int, HPLMXP_T_pmat<float>&)",13.876570580208693,13.876570700441507,1.202328139271458e-07
Master thread,MPI Rank 4,3,"int HPLMXP_pmatgen<float>(HPLMXP_S_grid&, HPLMXP_T_pmat<float>&, unsigned long&)",13.876571742459229,19.32981300821659,5.453241265757361
Master thread,MPI Rank 4,4,"int HPLMXP_all_reduce<int>(int*, int, int, int)",13.876786598497867,19.328945378172477,5.45215877967461
Master thread,MPI Rank 4,5,"MPI_Allreduce",13.87679056618073,19.328943454447455,5.452152888266724
Master thread,MPI Rank 4,4,"int HPLMXP_all_reduce<int>(int*, int, int, int)",19.329033829445986,19.329041033395427,7.203949440537372e-06
Master thread,MPI Rank 4,5,"MPI_Allreduce",19.32903531231736,19.329040923182014,5.610864654670422e-06
Master thread,MPI Rank 4,4,"int HPLMXP_all_reduce<int>(int*, int, int, int)",19.329067023722054,19.329071672724197,4.649002143253256e-06
Master thread,MPI Rank 4,5,"MPI_Allreduce",19.32906723412948,19.329071582549584,4.348420105770856e-06
Master thread,MPI Rank 4,4,"int HPLMXP_all_reduce<int>(int*, int, int, int)",19.32910678070589,19.329110097127675,3.3164217860814915e-06
Master thread,MPI Rank 4,5,"MPI_Allreduce",19.329107061249122,19.32910996687546,2.9056263386451064e-06
Master thread,MPI Rank 4,4,"int HPLMXP_pdpanel_new<float>(HPLMXP_S_grid&, HPLMXP_T_pmat<float>&, int, int, int, int, int, int, HPLMXP_T_panel<float>&, unsigned long&)",19.3291103075351,19.32921483994748,0.00010453241237939892
Master thread,MPI Rank 4,5,"int HPLMXP_all_reduce<int>(int*, int, int, int)",19.32914042585501,19.329182587495122,4.216164011339174e-05
Master thread,MPI Rank 4,6,"MPI_Allreduce",19.329140646281836,19.329182447223506,4.1800941669833946e-05
