Thread,Group,Depth,Name,Start Time,End Time,Duration
Master thread,MPI Rank 6,1,"main",7.847946449587123e-05,24.999249818378313,24.99917133891382
Master thread,MPI Rank 6,2,"MPI_Init",9.347850804383576e-05,0.19468477581249227,0.19459129730444844
Master thread,MPI Rank 6,2,"MPI_Comm_rank",0.19469351273031046,0.19469445455402024,9.418237097713611e-07
Master thread,MPI Rank 6,2,"MPI_Comm_size",0.1946953863583288,0.19469621796862574,8.316102969307959e-07
Master thread,MPI Rank 6,2,"HPLMXP_pinfo(int, char**, HPLMXP_S_test*, int*, int*, int*, int*, HPLMXP_T_ORDER*, int*, int*, int*, int*, int*, HPLMXP_T_TOP*, int*)",0.19469704957892264,0.19964812664651324,0.004951077067590598
Master thread,MPI Rank 6,3,"MPI_Comm_rank",0.19469725998634715,0.1946973401415565,8.015520935877873e-08
Master thread,MPI Rank 6,3,"MPI_Comm_size",0.19469742029676584,0.194697490432574,7.013580816117582e-08
Master thread,MPI Rank 6,3,"MPI_Comm_split_type",0.19470369244189678,0.19637633127282345,0.0016726388309266649
Master thread,MPI Rank 6,3,"MPI_Comm_rank",0.19637683224288183,0.19637704265030634,2.1040742451128303e-07
Master thread,MPI Rank 6,3,"MPI_Comm_size",0.19637713282491687,0.19637723301892854,1.0019401167071784e-07
Master thread,MPI Rank 6,3,"MPI_Comm_free",0.1963795074229936,0.19640487654675007,2.53691237564746e-05
Master thread,MPI Rank 6,3,"double HPLMXP_plamch<double>(int, HPLMXP_T_MACH)",0.19640629930171588,0.19667129242379774,0.00026499312208186354
Master thread,MPI Rank 6,4,"double HPLMXP_lamch<double>(HPLMXP_T_MACH)",0.19640747157165248,0.19643523533228802,2.7763760635540757e-05
Master thread,MPI Rank 6,4,"int HPLMXP_all_reduce<double>(double*, int, int, int)",0.1964362072142013,0.19667119222978607,0.00023498501558477658
Master thread,MPI Rank 6,5,"MPI_Allreduce",0.1964412870505933,0.19667082151194287,0.00022953446134957312
Master thread,MPI Rank 6,3,"int HPLMXP_all_reduce<int>(int*, int, int, int)",0.19667144271481526,0.19963424977589606,0.002962807061080791
Master thread,MPI Rank 6,4,"MPI_Allreduce",0.19667190360726897,0.19963416962068672,0.002962266013417758
Master thread,MPI Rank 6,2,"HPLMXP_grid_init(int, HPLMXP_T_ORDER, int, int, int, int, HPLMXP_S_grid&)",0.19964927887764752,0.20392759323443543,0.00427831435678791
Master thread,MPI Rank 6,3,"MPI_Comm_rank",0.19964941914926387,0.1996495694402814,1.5029101751995455e-07
Master thread,MPI Rank 6,3,"MPI_Comm_size",0.19964964959549072,0.19964972975070006,8.015520933102316e-08
Master thread,MPI Rank 6,3,"MPI_Comm_split",0.19965064151620632,0.2036924378890308,0.00404179637282448
Master thread,MPI Rank 6,3,"MPI_Comm_split",0.203692808606874,0.2038950602388441,0.00020225163197010176
Master thread,MPI Rank 6,3,"MPI_Comm_split",0.2038954309566873,0.20392737280760975,3.1941850922451165e-05
Master thread,MPI Rank 6,2,"HPLMXP_grid_info(HPLMXP_S_grid const&, int&, int&, int&, int&)",0.20392786375826696,0.20392795393287746,9.01746105008705e-08
Master thread,MPI Rank 6,2,"HPLMXP_InitGPU(HPLMXP_S_grid const&)",0.20392808418509265,13.908573780926435,13.704645696741343
Master thread,MPI Rank 6,3,"HPLMXP_grid_info(HPLMXP_S_grid const&, int&, int&, int&, int&)",0.20392821443730783,0.20392826453431367,5.009700584923671e-08
Master thread,MPI Rank 6,3,"MPI_Comm_rank",0.20392833467012184,0.20392844488353468,1.1021341284056518e-07
Master thread,MPI Rank 6,3,"MPI_Comm_size",0.20392851501934287,0.20392860519395337,9.01746105008705e-08
Master thread,MPI Rank 6,2,"HPLMXP_ptest(HPLMXP_S_test&, HPLMXP_S_grid&, HPLMXP_S_palg&, int, int)",13.90858532327658,24.993966728414232,11.085381405137653
Master thread,MPI Rank 6,3,"HPLMXP_grid_info(HPLMXP_S_grid const&, int&, int&, int&, int&)",13.908586044673465,13.908586315197295,2.7052383089198884e-07
Master thread,MPI Rank 6,3,"void HPLMXP_pmat_init<double>(HPLMXP_S_grid&, int, int, HPLMXP_T_pmat<double>&)",13.908587747971662,13.908587908282081,1.6031041916164668e-07
Master thread,MPI Rank 6,3,"void HPLMXP_pmat_init<float>(HPLMXP_S_grid&, int, int, HPLMXP_T_pmat<float>&)",13.908588028514895,13.908588118689506,9.017461088944856e-08
Master thread,MPI Rank 6,3,"int HPLMXP_pmatgen<float>(HPLMXP_S_grid&, HPLMXP_T_pmat<float>&, unsigned long&)",13.90858928094004,19.329813490149785,5.421224209209745
Master thread,MPI Rank 6,4,"int HPLMXP_all_reduce<int>(int*, int, int, int)",13.90880147181797,19.32894790406351,5.4201464322455415
Master thread,MPI Rank 6,5,"MPI_Allreduce",13.908804938530773,19.3289460604937,5.420141121962926
Master thread,MPI Rank 6,4,"int HPLMXP_all_reduce<int>(int*, int, int, int)",19.329034742213434,19.329041435173412,6.6929599782383775e-06
Master thread,MPI Rank 6,5,"MPI_Allreduce",19.329036044735584,19.32904132496,5.280224414150325e-06
Master thread,MPI Rank 6,4,"int HPLMXP_all_reduce<int>(int*, int, int, int)",19.329067285228426,19.329072164676795,4.879448368910744e-06
Master thread,MPI Rank 6,5,"MPI_Allreduce",19.32906749563585,19.329072064482784,4.568846932784254e-06
Master thread,MPI Rank 6,4,"int HPLMXP_all_reduce<int>(int*, int, int, int)",19.32910592003933,19.329110538983265,4.618943936662845e-06
Master thread,MPI Rank 6,5,"MPI_Allreduce",19.329106140466152,19.329110438789254,4.298323101892265e-06
